-100	-100	100
100	-100	100
100	-80	90
-100	-80	90
-100	-60	100
100	-60	100
100	-40	90
-100	-40	90
-100	-20	100
100	-20	100
100	0	90
-100	0	90
-100	20	100
100	20	100
100	40	90
-100	40	90
-100	60	100
100	60	100
100	80	90
-100	80	90
-100	100	100
100	100	100
100	80	90
100	60	100
100	40	90
100	20	100
100	0	90
100	-20	100
100	-40	90
100	-60	100
100	-80	90
100	-100	100
-100	-100	100
-100	-80	90
-100	-60	100
-100	-40	90
-100	-20	100
-100	0	90
-100	20	100
-100	40	90
-100	60	100
-100	80	90
-100	100	100
